[2025-04-30 13:36:53] hello
[2025-04-30 13:59:56] error_handler 2 - line 16 in E:\_special\WAMP64\www\001\Database.php: mysqli_connect(): php_network_getaddresses: getaddrinfo for 1 failed: No such host is known. 
[2025-04-30 13:59:56] error_handler 2 - line 14 in E:\_special\WAMP64\www\001\index.php: Undefined property: mysqli_sql_exception::$getLine
[2025-04-30 18:04:36] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:04:36] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:07:24] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:07:24] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:07:24] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:11:08] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:11:08] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:11:08] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:12:13] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:12:13] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:12:13] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:13:17] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:13:17] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:13:17] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:13:26] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:13:26] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:13:26] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:13:49] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:13:49] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:13:49] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:05] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:05] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:05] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:06] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:06] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:06] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:07] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:07] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:07] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:07] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:07] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:07] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:13] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:13] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:13] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:14] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:14] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:14] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:23] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:23] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:23] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:23] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:23] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:23] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:14:24] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:14:24] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:14:24] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:27:13] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:27:13] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:27:13] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:27:25] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:27:25] Bảng usedrs đã tồn tại, không thể tạo mới
[2025-04-30 18:27:25] Cột psdro trong users dã tồn tại, không thể tạo cột mới
[2025-04-30 18:28:27] Lỗi Database.php - mysqli_query() không thành công
[2025-04-30 18:28:27] Bảng usedrs đã tồn tại, không thể tạo mới
